"persoonuuid";"naam";"wikidata"
"b2867acc-2746-11e3-821a-3cd92befe4f8";"Stokkermans, Joop";"http://www.wikidata.org/entity/Q24917"
"b28da2de-2746-11e3-b863-3cd92befe4f8";"Waal, Cornelis Jan Dirk (Cees)";"http://www.wikidata.org/entity/Q2460597"
"b28f3284-2746-11e3-8332-3cd92befe4f8";"Musius, Cornelius";"http://www.wikidata.org/entity/Q2442271"
"b285c6fe-2746-11e3-af6a-3cd92befe4f8";"Snellius, W.";"http://www.wikidata.org/entity/Q244152"
"b2862914-2746-11e3-80b3-3cd92befe4f8";"Rieu, Paul du";"http://www.wikidata.org/entity/Q2410665"
"b2869d54-2746-11e3-b6bd-3cd92befe4f8";"Cunaeus, P.";"http://www.wikidata.org/entity/Q24085"
"b288d1f0-2746-11e3-a56d-3cd92befe4f8";"Bourgondië, Phillips \"De Goede\" van";"http://www.wikidata.org/entity/Q239337"
"b28577b2-2746-11e3-977c-3cd92befe4f8";"Fremery, Johannes Andreas de";"http://www.wikidata.org/entity/Q2393246"
"b282ab2c-2746-11e3-af0c-3cd92befe4f8";"Overvoorde, J.C.";"http://www.wikidata.org/entity/Q2383589"
"b285e17a-2746-11e3-baed-3cd92befe4f8";"Weiland, de heer";"http://www.wikidata.org/entity/Q2371807"
"b28bfe0c-2746-11e3-bb85-3cd92befe4f8";"Stevin, Simon";"http://www.wikidata.org/entity/Q23696"
"b28cfde8-2746-11e3-bbe6-3cd92befe4f8";"Servaas-Bey, M.";"http://www.wikidata.org/entity/Q2364614"
"b28b9df4-2746-11e3-a611-3cd92befe4f8";"Hout, Jan van";"http://www.wikidata.org/entity/Q2361300"
"b287c33c-2746-11e3-9d80-3cd92befe4f8";"Pasteur, J.D.";"http://www.wikidata.org/entity/Q2356152"
"b28381e6-2746-11e3-b162-3cd92befe4f8";"Kraan, E.";"http://www.wikidata.org/entity/Q23460082"
"b284ea68-2746-11e3-90ee-3cd92befe4f8";"Moyne, Stephanus le";"http://www.wikidata.org/entity/Q2344417"
"b2839654-2746-11e3-8eca-3cd92befe4f8";"Mourik, prof. dr. van";"http://www.wikidata.org/entity/Q2343861"
"b28716d0-2746-11e3-bcac-3cd92befe4f8";"Aalberse, P.J.M.";"http://www.wikidata.org/entity/Q2335390"
"b28c8eee-2746-11e3-9480-3cd92befe4f8";"Zonneville, mr. Michiel";"http://www.wikidata.org/entity/Q2322545"
"b28f195c-2746-11e3-bdb0-3cd92befe4f8";"Tiele, C.P.";"http://www.wikidata.org/entity/Q2308882"
"b28bdb02-2746-11e3-af33-3cd92befe4f8";"Bemmelen, J.M. van, Prof.";"http://www.wikidata.org/entity/Q23062671"
"b282d35e-2746-11e3-af23-3cd92befe4f8";"Musschenbroek, S.C.C.W. van";"http://www.wikidata.org/entity/Q2304502"
"b2917256-2746-11e3-b593-3cd92befe4f8";"Hardenberg, L.";"http://www.wikidata.org/entity/Q2301250"
"b2870f8c-2746-11e3-a0b1-3cd92befe4f8";"Jonkers, Prof. Dr. J.E.";"http://www.wikidata.org/entity/Q23000114"
"b28ef710-2746-11e3-9564-3cd92befe4f8";"Wetrens, N.J.";"http://www.wikidata.org/entity/Q22690534"
"b28e521a-2746-11e3-b7f1-3cd92befe4f8";"Wetrens, Adriaan Jacobus";"http://www.wikidata.org/entity/Q22690505"
"b28702b2-2746-11e3-8e42-3cd92befe4f8";"Seipgens, E.A.H.";"http://www.wikidata.org/entity/Q2245543"
"b285021e-2746-11e3-b46f-3cd92befe4f8";"Werff, Burgemeester Pieter Adriaansz. van der";"http://www.wikidata.org/entity/Q2242334"
"b283e79e-2746-11e3-a61e-3cd92befe4f8";"Lieftinck, Gerard";"http://www.wikidata.org/entity/Q2217735"
"b28bc018-2746-11e3-919c-3cd92befe4f8";"Vos van Steenwijk, Dr. J.E., baron de";"http://www.wikidata.org/entity/Q2212338"
"b283c3ea-2746-11e3-a39e-3cd92befe4f8";"Wildeboer, Gerrit";"http://www.wikidata.org/entity/Q2210094"
"b290adf8-2746-11e3-82fc-3cd92befe4f8";"Water, Jona Willem te";"http://www.wikidata.org/entity/Q2191599"
"b282eaf6-2746-11e3-87f3-3cd92befe4f8";"Knappert, professor";"http://www.wikidata.org/entity/Q21553084"
"b2908cf6-2746-11e3-8e7a-3cd92befe4f8";"Lubbers, Theodorus";"http://www.wikidata.org/entity/Q21546738"
"b28e0fd0-2746-11e3-aa49-3cd92befe4f8";"Suringar, Willem Hendrik Dominicus";"http://www.wikidata.org/entity/Q21545920"
"b28e1142-2746-11e3-8a5e-3cd92befe4f8";"Stralen, Jan van";"http://www.wikidata.org/entity/Q21545786"
"b289fe22-2746-11e3-b92e-3cd92befe4f8";"Santen, Lourens van";"http://www.wikidata.org/entity/Q21544880"
"b282b108-2746-11e3-82c2-3cd92befe4f8";"Nerée, R.J. de";"http://www.wikidata.org/entity/Q21535084"
"b2917fd0-2746-11e3-9f7d-3cd92befe4f8";"Luzac, Lodewijk, Casper";"http://www.wikidata.org/entity/Q2137451"
"b28a1e8e-2746-11e3-8dba-3cd92befe4f8";"Stuers, Jhr. Mr. Victor E.L. de";"http://www.wikidata.org/entity/Q2125168"
"b2843b18-2746-11e3-a510-3cd92befe4f8";"Limburg Stirum, A.O.E.";"http://www.wikidata.org/entity/Q21188759"
"b2896f2a-2746-11e3-a973-3cd92befe4f8";"Limburg Stirum, A.O.E. graaf van";"http://www.wikidata.org/entity/Q21188759"
"b285da04-2746-11e3-8099-3cd92befe4f8";"Brandeler, Dr W.C. van den";"http://www.wikidata.org/entity/Q21174842"
"b28ec722-2746-11e3-a53c-3cd92befe4f8";"Sande Bakhuysen, mr. A. van de";"http://www.wikidata.org/entity/Q21170364"
"b287b73e-2746-11e3-9e0c-3cd92befe4f8";"Laat de Kanter, L.M. de";"http://www.wikidata.org/entity/Q21170358"
"b28f020a-2746-11e3-ab13-3cd92befe4f8";"Loeff, A.R. van der";"http://www.wikidata.org/entity/Q2113241"
"b2902d06-2746-11e3-a203-3cd92befe4f8";"Rutgers van der Loeff, Abram";"http://www.wikidata.org/entity/Q2113241"
"b28f8d9c-2746-11e3-9657-3cd92befe4f8";"Mulder, Joannes";"http://www.wikidata.org/entity/Q2104339"
"b2869a48-2746-11e3-8882-3cd92befe4f8";"Gijselaar, N.C. de";"http://www.wikidata.org/entity/Q20857379"
"b28994f0-2746-11e3-b900-3cd92befe4f8";"Gijselaar, Jhr. Mr. Dr. N.Ch. de";"http://www.wikidata.org/entity/Q20857379"
"be50f828-2746-11e3-a199-3cd92befe4f8";"Gijselaar, Jhr Mr Dr Nicolaas Charles de";"http://www.wikidata.org/entity/Q20857379"
"b288f630-2746-11e3-915a-3cd92befe4f8";"Oranje, Willem van";"http://www.wikidata.org/entity/Q2079957"
"b28d18aa-2746-11e3-bb12-3cd92befe4f8";"Swieten, Jhr. Adriaen van";"http://www.wikidata.org/entity/Q2068933"
"b2843532-2746-11e3-a0c8-3cd92befe4f8";"Scriverius, Petrus";"http://www.wikidata.org/entity/Q2063138"
"b28bcdec-2746-11e3-ba39-3cd92befe4f8";"Merula, P.";"http://www.wikidata.org/entity/Q2061272"
"b282e39e-2746-11e3-bbc0-3cd92befe4f8";"Steen, Jan";"http://www.wikidata.org/entity/Q205863"
"b28ac3d4-2746-11e3-9197-3cd92befe4f8";"Sande Bakhuysen, van de";"http://www.wikidata.org/entity/Q2050930"
"b28ca000-2746-11e3-a98f-3cd92befe4f8";"Lulofs, Johan";"http://www.wikidata.org/entity/Q2037521"
"b283473a-2746-11e3-82f0-3cd92befe4f8";"Verster, F.";"http://www.wikidata.org/entity/Q2032710"
"b2862f04-2746-11e3-b64a-3cd92befe4f8";"Ypey, Adolphus";"http://www.wikidata.org/entity/Q2020165"
"b28d144a-2746-11e3-8346-3cd92befe4f8";"Crommelin, F.R.";"http://www.wikidata.org/entity/Q20113645"
"b285ed78-2746-11e3-b5c4-3cd92befe4f8";"Wenssen, Hillegond";"http://www.wikidata.org/entity/Q20031949"
"b28cfafa-2746-11e3-9d3c-3cd92befe4f8";"Wittichius, Christophorus";"http://www.wikidata.org/entity/Q2002089"
"b28a4c06-2746-11e3-a4f8-3cd92befe4f8";"Sijthoff, Albert";"http://www.wikidata.org/entity/Q2000532"
"b291871e-2746-11e3-9dd3-3cd92befe4f8";"Sijthoff, A.W.";"http://www.wikidata.org/entity/Q2000532"
"b2906384-2746-11e3-b796-3cd92befe4f8";"Wassenaer, Jan II van";"http://www.wikidata.org/entity/Q19937783"
"b28237c8-2746-11e3-81d5-3cd92befe4f8";"Oppenheim, Mr. J.";"http://www.wikidata.org/entity/Q19930374"
"b288daba-2746-11e3-a195-3cd92befe4f8";"Loudon, Jhr. H,";"http://www.wikidata.org/entity/Q1986507"
"b28eb782-2746-11e3-90c3-3cd92befe4f8";"Wassenaer, Arent van";"http://www.wikidata.org/entity/Q19841037"
"b28f51b0-2746-11e3-89be-3cd92befe4f8";"Zwaan, prof. dr. Johannes de";"http://www.wikidata.org/entity/Q19801994"
"b28b81de-2746-11e3-9474-3cd92befe4f8";"Bicker Caarten, A.";"http://www.wikidata.org/entity/Q1976345"
"b2886422-2746-11e3-8769-3cd92befe4f8";"Mutters jr., Joh.";"http://www.wikidata.org/entity/Q1974426"
"b29079f0-2746-11e3-af29-3cd92befe4f8";"Court, Pieter de la";"http://www.wikidata.org/entity/Q1960743"
"b285a14c-2746-11e3-9380-3cd92befe4f8";"Spanhemius, Fredericus";"http://www.wikidata.org/entity/Q194691"
"b28d52e8-2746-11e3-82aa-3cd92befe4f8";"Groe, Theodorus van der";"http://www.wikidata.org/entity/Q1939499"
"b29158de-2746-11e3-b848-3cd92befe4f8";"Paauw, Salomon van der";"http://www.wikidata.org/entity/Q19329876"
"b28d5a86-2746-11e3-9169-3cd92befe4f8";"Court, Magdalena de la";"http://www.wikidata.org/entity/Q19242002"
"b28ef86e-2746-11e3-b037-3cd92befe4f8";"Thomson, J.W.J.K.";"http://www.wikidata.org/entity/Q1918340"
"b286a344-2746-11e3-84ce-3cd92befe4f8";"Roest, Th.M.";"http://www.wikidata.org/entity/Q1901030"
"b28c3f02-2746-11e3-b994-3cd92befe4f8";"Roest, Theodorus Marinus";"http://www.wikidata.org/entity/Q1901030"
"b28eed74-2746-11e3-93af-3cd92befe4f8";"Ploeg, J.";"http://www.wikidata.org/entity/Q19001519"
"b28f357c-2746-11e3-a175-3cd92befe4f8";"Siegenbeek, M.";"http://www.wikidata.org/entity/Q1891239"
"b287ac58-2746-11e3-8061-3cd92befe4f8";"Laurillard, Elisa";"http://www.wikidata.org/entity/Q1878874"
"b28c56ea-2746-11e3-a6f1-3cd92befe4f8";"Sevenster, prof.dr.G.";"http://www.wikidata.org/entity/Q18692847"
"b28e6336-2746-11e3-95e8-3cd92befe4f8";"Maanen, R.C.J. van";"http://www.wikidata.org/entity/Q18655249"
"b285267c-2746-11e3-a44e-3cd92befe4f8";"Cunaeus, Coradin";"http://www.wikidata.org/entity/Q18603420"
"b2871284-2746-11e3-84e6-3cd92befe4f8";"Thorbecke, Jan Rudolph";"http://www.wikidata.org/entity/Q182509"
"b28e47f2-2746-11e3-987f-3cd92befe4f8";"Jan II, graaf van Holland";"http://www.wikidata.org/entity/Q182028"
"b282472c-2746-11e3-b807-3cd92befe4f8";"Wal, Johannes de";"http://www.wikidata.org/entity/Q18093655"
"b28281f6-2746-11e3-b273-3cd92befe4f8";"Fockema Andreae, Mr. S.J.";"http://www.wikidata.org/entity/Q18093540"
"b28f6696-2746-11e3-b739-3cd92befe4f8";"Musschenbroek, Petrus van";"http://www.wikidata.org/entity/Q176206"
"b284ed56-2746-11e3-99fe-3cd92befe4f8";"Senguerdius, Wolferdus";"http://www.wikidata.org/entity/Q1749935"
"b28d05ae-2746-11e3-9d56-3cd92befe4f8";"Musschenbroek, Johannes Joosten van";"http://www.wikidata.org/entity/Q17190060"
"b2898a8c-2746-11e3-b0da-3cd92befe4f8";"Honert, Johan van den";"http://www.wikidata.org/entity/Q1696740"
"b28cad5c-2746-11e3-8aff-3cd92befe4f8";"Vitriarius, Johannes Jacobus";"http://www.wikidata.org/entity/Q1694832"
"b2858e00-2746-11e3-911e-3cd92befe4f8";"Werdenhagen, Johan, August.";"http://www.wikidata.org/entity/Q1692380"
"b285a444-2746-11e3-9c84-3cd92befe4f8";"Luzac, Joannes";"http://www.wikidata.org/entity/Q1692044"
"b28ea094-2746-11e3-98e3-3cd92befe4f8";"Tiara, Petrus";"http://www.wikidata.org/entity/Q1686957"
"b285ae9e-2746-11e3-a9df-3cd92befe4f8";"Coolhaes, Caspar";"http://www.wikidata.org/entity/Q16853436"
"b287391c-2746-11e3-996e-3cd92befe4f8";"Duyvendak, J.J.L.";"http://www.wikidata.org/entity/Q1681876"
"b28d41b8-2746-11e3-a929-3cd92befe4f8";"Westenbergius, Joannes Ortwinus";"http://www.wikidata.org/entity/Q1672202"
"b28241a0-2746-11e3-b460-3cd92befe4f8";"Maurits, Prins";"http://www.wikidata.org/entity/Q164062"
"b28c2e7c-2746-11e3-826b-3cd92befe4f8";"Star Numan, Mr. Oncko Wicher";"http://www.wikidata.org/entity/Q15943583"
"b290504c-2746-11e3-bdbf-3cd92befe4f8";"Oudshoorn, Nick";"http://www.wikidata.org/entity/Q15879779"
"b287f91a-2746-11e3-9078-3cd92befe4f8";"Knappert, Emilie Charlotte";"http://www.wikidata.org/entity/Q15874908"
"b28c5b7c-2746-11e3-9a54-3cd92befe4f8";"Lubbe, Marinus van der";"http://www.wikidata.org/entity/Q157888"
"b2913336-2746-11e3-910f-3cd92befe4f8";"Philips de Schone van Oostenrijk";"http://www.wikidata.org/entity/Q157098"
"b28600c4-2746-11e3-a132-3cd92befe4f8";"Bourgondië, Maria van";"http://www.wikidata.org/entity/Q157073"
"b2883038-2746-11e3-b964-3cd92befe4f8";"Zwollo, Maarten";"http://www.wikidata.org/entity/Q15638114"
"b2834a28-2746-11e3-9851-3cd92befe4f8";"Wesselius, Johannes";"http://www.wikidata.org/entity/Q15455831"
"b28c38f4-2746-11e3-8380-3cd92befe4f8";"Schwartz, Joachimus";"http://www.wikidata.org/entity/Q15454952"
"b2836be8-2746-11e3-9ed1-3cd92befe4f8";"Moor, Bernhardus de";"http://www.wikidata.org/entity/Q15454561"
"b290621c-2746-11e3-a753-3cd92befe4f8";"Voorda, Bavius";"http://www.wikidata.org/entity/Q15453384"
"b2851c0e-2746-11e3-967b-3cd92befe4f8";"Kemp, D.K. van der";"http://www.wikidata.org/entity/Q15452564"
"b283fa54-2746-11e3-802c-3cd92befe4f8";"Hoogvliet, Nicolaas";"http://www.wikidata.org/entity/Q15452550"
"b2875b72-2746-11e3-92e9-3cd92befe4f8";"Dongen, H. van";"http://www.wikidata.org/entity/Q15451709"
"b2842dc6-2746-11e3-9500-3cd92befe4f8";"Smallenburg, Nicolaus";"http://www.wikidata.org/entity/Q15449983"
"b28a8e32-2746-11e3-b905-3cd92befe4f8";"Suringar, Lucas";"http://www.wikidata.org/entity/Q15448697"
"b28880ba-2746-11e3-a8ee-3cd92befe4f8";"Boon Mesch, A.H. van der";"http://www.wikidata.org/entity/Q15445801"
"b286d4e0-2746-11e3-9502-3cd92befe4f8";"Suringar, G.C.R.";"http://www.wikidata.org/entity/Q15445687"
"b28a756e-2746-11e3-a959-3cd92befe4f8";"Stuffkens, Prof. J.H.";"http://www.wikidata.org/entity/Q15444839"
"b28d5e50-2746-11e3-82f6-3cd92befe4f8";"Thomas, A.E.S.";"http://www.wikidata.org/entity/Q15444806"
"b282ec54-2746-11e3-9003-3cd92befe4f8";"Zaayer, Prof. Dr. Teunis";"http://www.wikidata.org/entity/Q15440609"
"b288ef28-2746-11e3-8404-3cd92befe4f8";"Oort, H.";"http://www.wikidata.org/entity/Q15438278"
"b2825dd4-2746-11e3-ac1d-3cd92befe4f8";"Morsch, Pieter Corneliszoon van der";"http://www.wikidata.org/entity/Q15430814"
"b2851d76-2746-11e3-9022-3cd92befe4f8";"Bourgondië, Karel \"de Stoute\" van";"http://www.wikidata.org/entity/Q151120"
"b28b9f5c-2746-11e3-93c1-3cd92befe4f8";"Stokvis, Dr. B.B.";"http://www.wikidata.org/entity/Q15078888"
"b287e57e-2746-11e3-8c1e-3cd92befe4f8";"Wilhelmina, Koningin";"http://www.wikidata.org/entity/Q150747"
"b29131c4-2746-11e3-bd0c-3cd92befe4f8";"Boneval Faure, prof. dr.mr. R.T.H.P.L.A.";"http://www.wikidata.org/entity/Q14906465"
"b28a463e-2746-11e3-98b3-3cd92befe4f8";"Clarisse, Johannes";"http://www.wikidata.org/entity/Q1465901"
"b2870b04-2746-11e3-bd67-3cd92befe4f8";"Schuyl, Florentius";"http://www.wikidata.org/entity/Q1429492"
"b2842f38-2746-11e3-9586-3cd92befe4f8";"Wassenaer, Jacobus baron van";"http://www.wikidata.org/entity/Q1386569"
"b2868e5e-2746-11e3-8930-3cd92befe4f8";"Wassenaer, J. van";"http://www.wikidata.org/entity/Q1386569"
"b290daee-2746-11e3-9f09-3cd92befe4f8";"Schrevelius, E(waldus)";"http://www.wikidata.org/entity/Q1382991"
"b2839ad2-2746-11e3-b821-3cd92befe4f8";"Bilderdijk, Willem";"http://www.wikidata.org/entity/Q1375186"
"b2829d94-2746-11e3-8d1e-3cd92befe4f8";"Gunning, prof. J.H.";"http://www.wikidata.org/entity/Q13738074"
"b2838916-2746-11e3-b887-3cd92befe4f8";"Donner, Johannes Hendricus";"http://www.wikidata.org/entity/Q13738067"
"b283217e-2746-11e3-9eda-3cd92befe4f8";"Keesom, Prof. Dr. W.H.";"http://www.wikidata.org/entity/Q1356820"
"b28a7f46-2746-11e3-a2fb-3cd92befe4f8";"Slijkhuis, Wim";"http://www.wikidata.org/entity/Q1352440"
"b285762c-2746-11e3-befe-3cd92befe4f8";"Kaiser, Fredericus";"http://www.wikidata.org/entity/Q1351700"
"b2868256-2746-11e3-8ea3-3cd92befe4f8";"Hensen, A.H.L. prof. dr.";"http://www.wikidata.org/entity/Q13429927"
"b2841174-2746-11e3-80bc-3cd92befe4f8";"Wiel, John van der";"http://www.wikidata.org/entity/Q1342210"
"b286f0b0-2746-11e3-bf54-3cd92befe4f8";"Locher, Th.J.G.";"http://www.wikidata.org/entity/Q12777492"
"b285e47c-2746-11e3-96a7-3cd92befe4f8";"Winter, Fredereik";"http://www.wikidata.org/entity/Q1270730"
"b282993e-2746-11e3-b3bc-3cd92befe4f8";"Does, Johan van der";"http://www.wikidata.org/entity/Q1229819"
"b28810a8-2746-11e3-a6bb-3cd92befe4f8";"Dirk IV, graaf van Holland";"http://www.wikidata.org/entity/Q1223864"
"b28534e6-2746-11e3-b58f-3cd92befe4f8";"Siemens, H.W.";"http://www.wikidata.org/entity/Q11862416"
"b2891516-2746-11e3-a813-3cd92befe4f8";"Francq van Berkhey, Johannes le";"http://www.wikidata.org/entity/Q117688"
"b28e1bba-2746-11e3-b2b6-3cd92befe4f8";"Sluys, Jacobus van der";"http://www.wikidata.org/entity/Q11715794"
"b28277d8-2746-11e3-9484-3cd92befe4f8";"Swanenburch, Cornelius";"http://www.wikidata.org/entity/Q1133902"
"b28a54b2-2746-11e3-aeef-3cd92befe4f8";"Swanenburgh, Cornelius";"http://www.wikidata.org/entity/Q1133902"
"b28337a4-2746-11e3-9f5e-3cd92befe4f8";"Uylenburg, Saskia";"http://www.wikidata.org/entity/Q109676"
"b28c32f0-2746-11e3-baaf-3cd92befe4f8";"Goekoop, mr. Cornelis Hiëronymus";"http://www.wikidata.org/entity/Q1052638"
"b28c6194-2746-11e3-b392-3cd92befe4f8";"Goekoop, C.H.";"http://www.wikidata.org/entity/Q1052638"
"b28ea936-2746-11e3-8b22-3cd92befe4f8";"Maximiliaan van Oostenrijk, Keizer ";"http://www.wikidata.org/entity/"
